Num_Acc;id_usager;id_vehicule;num_veh;place;catu;grav;sexe;an_nais;trajet;secu1;secu2;secu3;locp;actp;etatp
202200000016;1 099 662;813 926;A01;1;1;1;2;1960.0;4;8;0;-1;0;0;-1
202200000016;1 099 663;813 927;B01;1;1;4;1;1982.0;9;8;0;-1;0;0;-1
202200000017;1 099 660;813 924;A01;1;1;1;1;2002.0;4;1;0;-1;0;0;-1
202200000017;1 099 661;813 925;B01;1;1;4;1;2003.0;5;8;0;-1;0;0;-1
202200000018;1 099 659;813 923;Z01;10;3;4;1;1971.0;9;8;8;-1;2;9;1
202200000019;1 099 656;813 921;B01;1;1;4;1;1976.0;1;2;6;-1;0;0;-1
202200000019;1 099 657;813 922;A01;1;1;1;1;1979.0;4;1;0;-1;0;0;-1
202200000020;1 099 654;813 919;B01;1;1;4;1;1978.0;4;2;6;-1;0;0;-1
202200000021;1 099 652;813 917;B01;1;1;1;1;1980.0;4;1;0;-1;0;0;-1
202200000021;1 099 653;813 918;A01;1;1;4;1;1988.0;1;1;0;-1;0;0;-1
202200000022;1 099 651;813 916;A01;1;1;4;2;1964.0;1;1;0;-1;0;0;-1
202200000023;1 099 650;813 915;A01;1;1;4;1;1981.0;9;2;6;-1;0;0;-1
202200000024;1 099 648;813 914;A01;1;1;1;1;2002.0;9;1;0;-1;0;0;-1
202200000024;1 099 649;813 914;A01;10;3;4;1;1947.0;9;0;-1;-1;3;3;1
202200000025;1 099 647;813 913;A01;1;1;3;1;1961.0;9;8;0;-1;-1; -1;-1
202200000026;1 099 644;813 911;A01;2;2;1;2;2005.0;9;2;6;-1;0;0;-1
202200000026;1 099 645;813 911;A01;1;1;4;1;2003.0;9;2;6;-1;0;0;-1
202200000026;1 099 646;813 912;B01;1;1;1;2;1999.0;9;1;0;-1;0;0;-1
202200000027;1 099 642;813 910;Z01;10;3;4;2;1990.0;5;0;-1;-1;4;3;1
202200000028;1 099 640;813 909;A01;1;1;1;1;1973.0;4;8;0;-1;0;0;-1
202200000028;1 099 641;813 909;A01;10;3;4;2;1941.0;5;0;-1;-1;2;1;1
202200000029;1 099 638;813 908;A01;10;3;4;1;1969.0;1;0;-1;-1;4;3;1
202200000029;1 099 639;813 908;A01;1;1;1;1;2007.0;0;1;0;-1;-1; -1;-1
202200000030;1 099 634;813 907;A01;1;1;4;1;1997.0;0;8;0;-1;-1; -1;-1
202200000030;1 099 635;813 907;A01;2;2;4;1;2005.0;0;8;0;-1;-1; -1;-1
202200000030;1 099 636;813 907;A01;3;2;4;1;2003.0;0;8;0;-1;-1; -1;-1
202200000030;1 099 637;813 907;A01;4;2;4;1;2005.0;0;8;0;-1;-1; -1;-1
202200000031;1 099 632;813 906;A01;10;3;4;2;1960.0;0;0;-1;-1;4;3;1
202200000031;1 099 633;813 906;A01;1;1;1;1;1965.0;0;1;8;-1;0;0;-1
202200000032;1 099 630;813 904;B01;1;1;3;1;1977.0;9;8;0;-1;-1; -1;-1
202200000032;1 099 631;813 905;A01;1;1;1;1;1952.0;4;1;0;-1;-1; -1;-1
202200000033;1 099 628;813 903;A01;1;1;1;2;1957.0;9;1;0;-1;-1; -1;-1
202200000033;1 099 629;813 903;A01;10;3;4;2;1964.0;9;0;-1;-1;2;3;1
202200000034;1 099 626;813 901;A01;1;1;4;1;2005.0;2;2;6;-1;-1; -1;-1
202200000034;1 099 627;813 902;B01;1;1;4;1;2011.0;9;8;0;-1;-1; -1;-1
202200000035;1 099 624;813 900;A01;1;1;1;1;1961.0;4;1;0;-1;-1; -1;-1
202200000035;1 099 625;813 900;A01;10;3;4;2;2005.0;2;0;-1;-1;3;3;1
202200000036;1 099 623;813 899;A01;1;1;4;1;1997.0;4;1;5;-1;-1; -1;-1
202200000037;1 099 621;813 898;A01;1;1;1;2;1991.0;1;1;0;-1;-1; -1;-1
202200000037;1 099 622;813 898;A01;10;3;4;1;2005.0;2;0;-1;-1;3;3;1
202200000038;1 099 619;813 897;A01;10;3;4;1;2010.0;2;0;-1;-1;5;3;3
202200000038;1 099 620;813 897;A01;1;1;1;1;1961.0;9;1;8;-1;-1; -1;-1
202200000039;1 099 614;813 895;A01;2;2;4;2;2000.0;0;1;0;-1;-1; -1;-1
202200000039;1 099 615;813 895;A01;1;1;4;1;1999.0;0;1;0;-1;-1; -1;-1
202200000039;1 099 616;813 896;B01;4;2;4;2;2002.0;0;1;0;-1;-1; -1;-1
202200000039;1 099 617;813 896;B01;2;2;4;2;2002.0;0;1;0;-1;-1; -1;-1
202200000039;1 099 618;813 896;B01;1;1;4;2;2002.0;0;1;0;-1;-1; -1;-1
202200000040;1 099 612;813 894;A01;1;1;1;2;1997.0;1;1;0;-1;0;0;-1
202200000040;1 099 613;813 894;A01;10;3;4;2;2005.0;2;0;-1;-1;9;3;1
202200000041;1 099 609;813 892;B01;1;1;1;1;1979.0;1;1;4;-1;-1; -1;-1
202200000041;1 099 610;813 893;A01;1;1;1;2;2001.0;1;1;0;-1;-1; -1;-1
202200000041;1 099 611;813 893;A01;10;3;3;1;1984.0;9;0;-1;-1;1;3;1
202200000042;1 099 607;813 890;A01;1;1;4;1;1973.0;1;1;0;-1;0;0;-1
202200000043;1 099 604;813 889;A01;10;3;4;2;1949.0;0;0;-1;-1;9;B;1
202200000043;1 099 605;813 889;A01;2;2;1;1;2002.0;9;1;0;-1;0;0;-1
202200000043;1 099 606;813 889;A01;1;1;1;1;2003.0;0;1;0;-1;0;0;-1
202200000044;1 099 602;813 887;B01;1;1;1;2;1984.0;1;1;0;-1;0;0;-1
202200000044;1 099 603;813 888;A01;1;1;4;2;1984.0;9;1;0;-1;0;0;-1
202200000045;1 099 600;813 885;B01;1;1;4;1;1981.0;1;2;6;-1;0;0;-1
202200000045;1 099 601;813 886;A01;1;1;1;1;1976.0;0;1;0;-1;0;0;-1
202200000046;1 099 598;813 883;B01;1;1;4;1;1988.0;1;0;0;-1;0;0;-1
202200000046;1 099 599;813 884;A01;1;1;1;2;1974.0;5;1;0;-1;0;0;-1
202200000047;1 099 596;813 881;A01;1;1;1;2;1971.0;0;1;0;-1;0;0;-1
202200000047;1 099 597;813 882;B01;1;1;4;1;1973.0;0;2;6;-1;0;0;-1
202200000048;1 099 593;813 878;B01;1;1;4;1;1974.0;1;1;8;-1;-1; -1;-1
202200000048;1 099 594;813 879;A01;1;1;1;1;2001.0;9;1;8;-1;-1; -1;-1
202200000049;1 099 592;813 877;A01;1;1;4;1;1982.0;5;1;0;-1;0;0;-1
202200000050;1 099 590;813 876;A01;10;3;3;2;1951.0;0;0;-1;-1;3;1;1
202200000050;1 099 591;813 876;A01;1;1;1;1;1954.0;0;1;8;-1;-1; -1;-1
202200000051;1 099 589;813 875;A01;1;1;4;1;1990.0;5;8;8;-1;0;0;-1
202200000052;1 099 587;813 874;A01;10;3;4;1;2009.0;2;0;-1;-1;5;9;1
202200000052;1 099 588;813 874;A01;1;1;1;2;1934.0;0;8;8;-1;0;0;-1
202200000053;1 099 585;813 873;A01;10;3;4;1;2015.0;5;8;8;-1;1;3;1
202200000053;1 099 586;813 873;A01;1;1;1;2;1995.0;9;8;0;-1;0;0;-1
202200000054;1 099 583;813 871;A01;1;1;1;1;1989.0;4;8;0;-1;0;0;-1
202200000054;1 099 584;813 872;B01;1;1;4;2;1969.0;4;8;0;-1;0;0;-1
202200000055;1 099 581;813 870;A01;10;3;4;2;1988.0;0;8;8;-1;3;3;1
202200000055;1 099 582;813 870;A01;1;1;1;1;1965.0;0;1;8;-1;-1; -1;-1
202200000056;1 099 580;813 869;A01;1;1;4;1;1990.0;4;2;6;-1;-1; -1;-1
202200000057;1 099 578;813 867;B01;1;1;4;1;1974.0;1;1;0;-1;-1; -1;-1
202200000057;1 099 579;813 868;A01;1;1;1;1;1993.0;5;1;0;-1;-1; -1;-1
202200000058;1 099 576;813 865;A01;1;1;4;2;1990.0;1;8;0;-1;0;0;-1
202200000058;1 099 577;813 866;B01;1;1;1;1;1960.0;1;1;5;-1;-1; -1;-1
202200000059;1 099 574;813 863;A01;1;1;1;1;1973.0;4;1;8;-1;-1; -1;-1
202200000059;1 099 575;813 864;B01;1;1;4;2;1995.0;1;2;0;-1;-1; -1;-1
202200000060;1 099 572;813 861;A01;1;1;1;2;1967.0;0;8;0;-1;-1; -1;-1
202200000060;1 099 573;813 862;B01;1;1;4;1;1976.0;0;2;0;-1;-1; -1;-1
202200000061;1 099 570;813 860;A01;1;1;1;1;1980.0;4;8;0;-1;-1; -1;-1
202200000061;1 099 571;813 860;A01;10;3;4;2;1986.0;0;0;0;0;5;A;1
202200000062;1 099 568;813 858;A01;1;1;1;1;2000.0;0;1;0;-1;-1; -1;-1
202200000062;1 099 569;813 859;B01;1;1;4;1;1991.0;5;8;0;-1;-1; -1;-1
202200000063;1 099 566;813 856;B01;1;1;4;1;1995.0;4;2;0;-1;-1; -1;-1
202200000063;1 099 567;813 857;A01;1;1;1;2;1980.0;1;8;0;-1;-1; -1;-1
202200000064;1 099 562;813 854;A01;1;1;4;1;1996.0;5;2;6;-1;-1; -1;-1
202200000064;1 099 563;813 855;B01;1;1;1;1;1982.0;5;1;8;-1;-1; -1;-1
202200000064;1 099 564;813 855;B01;2;2;1;2;1981.0;5;1;8;-1;-1; -1;-1
202200000064;1 099 565;813 855;B01;2;2;1;1;2022.0;5;3;8;-1;-1; -1;-1
202200000065;1 099 560;813 853;A01;2;2;1;1;1997.0;5;1;-1;-1;0;0;-1
202200000065;1 099 561;813 853;A01;1;1;2;2;1968.0;5;1;-1;-1;0;0;-1
202200000066;1 099 559;813 852;A01;1;1;3;1;1971.0;5;6;2;-1;0;0;-1
202200000067;1 099 558;813 851;A01;1;1;4;1;1996.0;5;2;-1;-1;0;0;-1
202200000068;1 099 556;813 850;A01;1;1;1;1;1948.0;3;1;-1;-1;0;0;-1
202200000068;1 099 557;813 850;A01;10;3;4;1;1961.0;3;0;-1;-1;3;3;1
202200000069;1 099 551;813 848;B01;9;2;1;2;1988.0;5;0;-1;-1;0;0;-1
202200000069;1 099 552;813 848;B01;9;2;4;1;2018.0;5;0;-1;-1;0;0;-1
202200000069;1 099 553;813 848;B01;7;2;1;2;2013.0;5;0;-1;-1;0;0;-1
202200000069;1 099 554;813 848;B01;1;1;1;1;1985.0;5;1;-1;-1;0;0;-1
202200000069;1 099 555;813 849;A01;1;1;4;2;1993.0;9;1;-1;-1;0;0;-1
202200000070;1 099 549;813 847;A01;10;3;2;1;1963.0;4;0;-1;-1;6;B;1
202200000070;1 099 550;813 847;A01;1;1;1;1;1982.0;4;1;-1;-1;0;0;-1
202200000071;1 099 548;813 846;A01;1;1;4;1;1982.0;5;2;-1;-1;0;0;-1
202200000072;1 099 544;813 844;B01;2;2;2;2;1983.0;5;1;-1;-1;0;0;-1
202200000072;1 099 545;813 844;B01;1;1;2;1;1976.0;5;1;-1;-1;0;0;-1
202200000072;1 099 546;813 845;A01;2;2;3;2;2000.0;5;1;-1;-1;0;0;-1
202200000072;1 099 547;813 845;A01;1;1;3;1;2002.0;5;1;-1;-1;0;0;-1
202200000073;1 099 537;813 842;B01;1;1;1;1;1980.0;4;1;-1;-1;0;0;-1
202200000073;1 099 538;813 843;A01;1;1;1;1;1954.0;5;1;-1;-1;0;0;-1
202200000073;1 099 539;813 843;A01;7;2;1;2;1973.0;5;1;-1;-1;0;0;-1
202200000073;1 099 540;813 843;A01;8;2;4;2;1946.0;5;1;-1;-1;0;0;-1
202200000073;1 099 541;813 843;A01;9;2;1;2;1945.0;5;1;-1;-1;0;0;-1
202200000073;1 099 542;813 843;A01;3;2;1;2;1960.0;5;1;-1;-1;0;0;-1
202200000073;1 099 543;813 843;A01;2;2;1;2;1959.0;5;1;-1;-1;0;0;-1
202200000074;1 099 536;813 841;A01;1;1;4;1;1988.0;9;1;-1;-1;0;0;-1
202200000075;1 099 533;813 839;A01;1;1;1;1;1965.0;4;1;-1;-1;0;0;-1
202200000075;1 099 534;813 840;B01;1;1;3;1;1937.0;5;1;-1;-1;0;0;-1
202200000075;1 099 535;813 840;B01;2;2;4;2;1938.0;5;1;-1;-1;0;0;-1
202200000076;1 099 531;813 837;B01;1;1;1;2;1949.0;5;1;-1;-1;0;0;-1
202200000076;1 099 532;813 838;A01;1;1;3;1;1948.0;5;2;6;-1;0;0;-1
202200000077;1 099 526;813 835;A01;1;1;4;1;1968.0;5;1;-1;-1;0;0;-1
202200000077;1 099 527;813 835;A01;9;2;1;1;1999.0;5;1;-1;-1;0;0;-1
202200000077;1 099 528;813 835;A01;2;2;1;2;1971.0;5;1;-1;-1;0;0;-1
202200000077;1 099 529;813 836;B01;2;2;4;2;1999.0;5;1;-1;-1;0;0;-1
202200000077;1 099 530;813 836;B01;1;1;3;1;2000.0;5;1;-1;-1;0;0;-1
202200000078;1 099 524;813 834;A01;1;1;3;1;2004.0;5;1;-1;-1;0;0;-1
202200000078;1 099 525;813 834;A01;2;2;1;1;2004.0;5;1;-1;-1;0;0;-1
202200000079;1 099 522;813 832;B01;1;1;3;1;1949.0;5;1;-1;-1;0;0;-1
202200000079;1 099 523;813 833;A01;1;1;3;1;1987.0;5;1;-1;-1;0;0;-1
202200000080;1 099 519;813 830;A01;1;1;1;1;1948.0;5;1;-1;-1;0;0;-1
202200000080;1 099 520;813 831;B01;1;1;4;2;2001.0;5;1;-1;-1;0;0;-1
202200000080;1 099 521;813 831;B01;2;2;4;2;2004.0;5;1;-1;-1;0;0;-1
202200000081;1 099 517;813 829;A01;10;3;3;2;1991.0;3;0;-1;-1;2;B;1
202200000081;1 099 518;813 829;A01;1;1;1;1;1954.0;5;1;-1;-1;0;0;-1
202200000082;1 099 515;813 827;A01;1;1;2;1;1997.0;5;1;-1;-1;0;0;-1
202200000082;1 099 516;813 828;B01;1;1;1;1;1988.0;4;1;-1;-1;0;0;-1
202200000083;1 099 513;813 825;A01;1;1;1;1;1966.0;1;1;-1;-1;0;0;-1
202200000083;1 099 514;813 826;B01;1;1;3;1;1986.0;5;2;6;-1;0;0;-1
202200000084;1 099 512;813 824;A01;1;1;4;2;1982.0;1;1;-1;-1;0;0;-1
202200000085;1 099 511;813 823;A01;1;1;3;2;1969.0;5;1;-1;-1;0;0;-1
202200000086;1 099 510;813 822;A01;1;1;3;1;2001.0;9;1;-1;-1;0;0;-1
202200000087;1 099 508;813 820;B01;1;1;1;1;1975.0;1;1;-1;-1;0;0;-1
202200000087;1 099 509;813 821;A01;1;1;3;1;1968.0;1;2;-1;-1;0;0;-1
202200000088;1 099 503;813 819;A01;1;1;4;2;1997.0;5;1;-1;-1;0;0;-1
202200000088;1 099 504;813 819;A01;2;2;4;1;1997.0;5;1;-1;-1;0;0;-1
202200000088;1 099 505;813 819;A01;4;2;1;1;2004.0;5;1;-1;-1;0;0;-1
202200000088;1 099 506;813 819;A01;5;2;4;2;2001.0;5;1;-1;-1;0;0;-1
202200000088;1 099 507;813 819;A01;3;2;4;2;1998.0;5;1;-1;-1;0;0;-1
202200000089;1 099 502;813 818;A01;1;1;4;1;1981.0;1;2;6;-1;0;0;-1
202200000090;1 099 501;813 817;A01;1;1;3;1;2002.0;5;1;-1;-1;0;0;-1
202200000091;1 099 499;813 815;B01;1;1;4;1;1944.0;5;1;9;-1;0;0;-1
202200000091;1 099 500;813 816;A01;1;1;1;2;1983.0;5;1;9;-1;0;0;-1
202200000092;1 099 495;813 811;A01;1;1;1;1;1993.0;4;1;-1;-1;0;0;-1
202200000092;1 099 496;813 812;B01;1;1;3;1;1958.0;5;2;6;-1;0;0;-1
202200000093;1 099 490;813 809;B01;1;1;4;1;1987.0;0;2;-1;-1;0;0;-1
202200000093;1 099 491;813 810;A01;1;1;1;2;1965.0;5;1;-1;-1;0;0;-1
202200000093;1 099 492;813 810;A01;2;2;1;1;1965.0;5;1;-1;-1;0;0;-1
202200000093;1 099 493;813 810;A01;9;2;1;2;1997.0;5;1;-1;-1;0;0;-1
202200000093;1 099 494;813 810;A01;7;2;1;1;1994.0;5;1;-1;-1;0;0;-1
202200000094;1 099 488;813 808;A01;2;2;3;2;2006.0;0;0;-1;-1;0;0;-1
202200000094;1 099 489;813 808;A01;1;1;4;1;2006.0;0;8;-1;-1;0;0;-1
202200000095;1 099 485;813 805;B01;1;1;1;1;1952.0;5;8;-1;-1;0;0;-1
202200000095;1 099 486;813 806;A01;1;1;4;1;1965.0;4;2;6;5;0;0;-1
202200000096;1 099 482;813 804;A01;1;1;4;1;1994.0;5;1;-1;-1;0;0;-1
202200000096;1 099 483;813 804;A01;8;2;3;1;1999.0;5;0;-1;-1;0;0;-1
202200000096;1 099 484;813 804;A01;2;2;4;1;1998.0;5;1;-1;-1;0;0;-1
202200000097;1 099 478;813 801;C01;1;1;1;1;1955.0;5;1;-1;-1;0;0;-1
202200000097;1 099 479;813 802;B01;2;2;2;2;1932.0;3;1;-1;-1;0;0;-1
202200000097;1 099 480;813 802;B01;1;1;1;1;2000.0;3;1;-1;-1;0;0;-1
202200000097;1 099 481;813 803;A01;1;1;1;1;1989.0;4;1;-1;-1;0;0;-1
202200000098;1 099 475;813 799;A01;1;1;1;1;1977.0;5;1;-1;-1;0;0;-1
202200000098;1 099 476;813 800;B01;1;1;4;2;2004.0;9;1;-1;-1;0;0;-1
202200000098;1 099 477;813 800;B01;2;2;1;2;1965.0;4;1;-1;-1;0;0;-1
202200000099;1 099 473;813 798;A01;1;1;1;1;1942.0;0;1;-1;-1;0;0;-1
202200000099;1 099 474;813 798;A01;10;3;4;1;1976.0;3;0;-1;-1;3;3;1
202200000100;1 099 471;813 796;B01;1;1;1;2;2007.0;5;2;-1;-1;0;0;-1
202200000100;1 099 472;813 797;A01;1;1;3;1;1968.0;4;2;6;-1;0;0;-1
202200000101;1 099 468;813 795;A01;1;1;4;1;2006.0;5;8;-1;-1;0;0;-1
202200000101;1 099 469;813 795;A01;7;2;4;1;2004.0;5;8;-1;-1;0;0;-1
202200000101;1 099 470;813 795;A01;2;2;3;1;2004.0;5;8;-1;-1;0;0;-1
202200000102;1 099 466;813 793;B01;1;1;1;1;1957.0;5;1;-1;-1;0;0;-1
202200000102;1 099 467;813 794;A01;1;1;4;1;1975.0;1;1;-1;-1;0;0;-1
202200000103;1 099 464;813 791;A01;1;1;4;1;1983.0;5;1;-1;-1;0;0;-1
202200000103;1 099 465;813 792;B01;1;1;4;1;1984.0;4;1;-1;-1;0;0;-1
202200000104;1 099 462;813 789;A01;1;1;1;1;1972.0;4;1;-1;-1;0;0;-1
202200000104;1 099 463;813 790;B01;1;1;4;1;1993.0;4;1;-1;-1;0;0;-1
202200000105;1 099 461;813 788;A01;1;1;3;1;1998.0;5;1;-1;-1;0;0;-1
202200000106;1 099 458;813 786;A01;1;1;4;2;1993.0;1;1;-1;-1;0;0;-1
202200000106;1 099 459;813 787;B01;1;1;4;1;1998.0;4;4;-1;-1;0;0;-1
202200000106;1 099 460;813 787;B01;2;2;4;2;1980.0;9;0;-1;-1;0;0;-1
202200000107;1 099 455;813 785;A01;2;2;4;1;1991.0;5;1;-1;-1;0;0;-1
202200000107;1 099 456;813 785;A01;9;2;3;1;1999.0;5;0;-1;-1;0;0;-1
202200000107;1 099 457;813 785;A01;1;1;1;1;1989.0;5;1;-1;-1;0;0;-1
202200000108;1 099 453;813 783;A01;1;1;1;1;1990.0;5;1;-1;-1;0;0;-1
202200000108;1 099 454;813 784;B01;1;1;4;1;2005.0;5;8;-1;-1;0;0;-1
202200000109;1 099 449;813 781;B01;9;2;4;2;1952.0;5;1;-1;-1;0;0;-1
202200000109;1 099 450;813 781;B01;2;2;1;1;1949.0;5;1;-1;-1;0;0;-1
202200000109;1 099 451;813 781;B01;1;1;3;1;1951.0;1;1;-1;-1;0;0;-1
202200000109;1 099 452;813 782;A01;1;1;1;1;1988.0;1;1;-1;-1;0;0;-1
202200000110;1 099 448;813 780;A01;1;1;3;1;2004.0;5;2;6;-1;0;0;-1
202200000111;1 099 447;813 779;A01;1;1;4;1;2003.0;5;2;6;9;0;0;-1
202200000112;1 099 444;813 777;A01;1;1;2;2;1954.0;0;2;6;-1;0;0;-1
202200000112;1 099 445;813 778;B01;2;2;1;1;1977.0;5;5;1;-1;0;0;-1
202200000112;1 099 446;813 778;B01;1;1;1;1;1976.0;5;5;1;-1;0;0;-1
202200000113;1 099 442;813 776;A01;1;1;2;1;1990.0;5;8;-1;-1;0;0;-1
202200000113;1 099 443;813 776;A01;2;2;3;1;1989.0;5;8;-1;-1;0;0;-1
202200000114;1 099 441;813 775;A01;1;1;3;1;1969.0;5;2;6;-1;0;0;-1
202200000115;1 099 438;813 773;B01;1;1;3;1;1976.0;5;2;-1;-1;0;0;-1
202200000115;1 099 439;813 774;A01;1;1;1;1;1973.0;5;1;-1;-1;0;0;-1
202200000115;1 099 440;813 774;A01;2;2;1;2;1973.0;5;1;-1;-1;0;0;-1
202200000116;1 099 436;813 771;A01;1;1;1;2;2003.0;0;1;-1;-1;0;0;-1
202200000116;1 099 437;813 772;B01;1;1;3;1;2005.0;0;2;6;-1;0;0;-1
202200000117;1 099 435;813 770;A01;1;1;4;1;1996.0;5;2;7;-1;0;0;-1
202200000118;1 099 432;813 769;A01;10;3;2;1;2007.0;5;0;-1;-1;6;1;3
202200000118;1 099 433;813 769;A01;10;3;2;1;2002.0;5;0;-1;-1;6;1;3
202200000118;1 099 434;813 769;A01;1;1;1;1;1993.0;4;1;-1;-1;0;0;-1
202200000119;1 099 430;813 767;B01;1;1;1;2;1986.0;0;1;-1;-1;0;0;-1
202200000119;1 099 431;813 768;A01;1;1;4;2;2004.0;0;1;-1;-1;0;0;-1
202200000120;1 099 428;813 765;A01;1;1;1;1;1926.0;5;1;-1;-1;0;0;-1
202200000120;1 099 429;813 766;B01;1;1;3;1;1965.0;5;2;-1;-1;0;0;-1
202200000121;1 099 426;813 764;A01;1;1;1;1;1943.0;3;1;-1;-1;0;0;-1
202200000121;1 099 427;813 764;A01;10;3;4;2;2009.0;5;0;-1;-1;2;3;1
202200000122;1 099 424;813 762;A01;1;1;3;1;1993.0;5;2;6;-1;0;0;-1
202200000122;1 099 425;813 763;B01;1;1;1;1;1970.0;5;1;2;6;0;0;-1
202200000123;1 099 417;813 755;G01;1;1;4;1;1956.0;4;1;8;-1;-1; -1;-1
202200000123;1 099 418;813 756;A01;1;1;4;1;1977.0;4;1;8;-1;-1; -1;-1
202200000123;1 099 419;813 757;B01;1;1;4;1;1970.0;4;1;8;-1;-1; -1;-1
202200000123;1 099 420;813 758;C01;1;1;4;1;1962.0;4;1;8;-1;-1; -1;-1
202200000123;1 099 421;813 759;D01;1;1;4;1;1988.0;4;1;8;-1;-1; -1;-1
202200000123;1 099 422;813 760;E01;1;1;4;1;1967.0;4;1;8;-1;-1; -1;-1
202200000123;1 099 423;813 761;F01;1;1;1;1;1963.0;5;1;8;-1;-1; -1;-1
202200000124;1 099 414;813 752;A01;1;1;1;1;1966.0;1;1;-1;-1;0;0;-1
202200000124;1 099 415;813 753;B01;1;1;3;1;1995.0;2;2;6;-1;0;0;-1
202200000125;1 099 412;813 750;A01;1;1;1;1;1990.0;1;1;-1;-1;-1; -1;-1
202200000125;1 099 413;813 751;B01;1;1;4;1;1966.0;1;2;6;9;0;0;-1
202200000126;1 099 407;813 746;D01;1;1;1;1;1993.0;5;1;-1;-1;-1; -1;-1
202200000126;1 099 408;813 747;C01;1;1;4;1;1987.0;5;1;-1;-1;-1; -1;-1
202200000126;1 099 409;813 748;B01;2;2;1;1;1985.0;9;1;-1;-1;-1; -1;-1
202200000126;1 099 410;813 748;B01;1;1;1;1;1994.0;9;1;-1;-1;-1; -1;-1
202200000126;1 099 411;813 749;A01;1;1;1;1;1959.0;4;1;-1;-1;-1; -1;-1
202200000127;1 099 406;813 745;A01;1;1;3;1;1954.0;5;2;6;-1;-1; -1;-1
202200000128;1 099 404;813 743;B01;1;1;4;1;1976.0;1;2;6;-1;-1; -1;-1
202200000128;1 099 405;813 744;A01;1;1;1;1;2000.0;1;1;-1;-1;-1; -1;-1
202200000129;1 099 403;813 742;A01;1;1;4;2;1973.0;1;1;0;-1;0;0;-1
202200000130;1 099 399;813 738;D01;1;1;1;1;1979.0;4;1;0;-1;-1; -1;-1
202200000130;1 099 400;813 739;C01;1;1;1;2;1982.0;0;1;0;-1;-1; -1;-1
202200000130;1 099 401;813 740;A01;1;1;4;1;2001.0;0;2;5;-1;0;0;-1
202200000130;1 099 402;813 741;B01;1;1;1;2;1994.0;4;1;0;-1;0;0;-1
202200000131;1 099 393;813 735;C01;3;2;4;2;1947.0;9;1;0;-1;0;0;-1
202200000131;1 099 394;813 735;C01;4;2;4;1;1932.0;9;8;0;-1;0;0;-1
202200000131;1 099 395;813 735;C01;2;2;1;1;1975.0;4;1;0;-1;0;0;-1
202200000131;1 099 396;813 735;C01;1;1;1;2;1987.0;4;1;0;-1;0;0;-1
202200000131;1 099 397;813 736;B01;1;1;1;1;1987.0;0;1;0;-1;0;0;-1
202200000131;1 099 398;813 737;A01;1;1;1;1;1997.0;5;1;4;-1;0;0;-1
202200000132;1 099 391;813 733;A01;1;1;4;1;1959.0;5;1;8;-1;0;0;-1
202200000132;1 099 392;813 734;B01;1;1;1;1;1995.0;5;1;8;-1;0;0;-1
202200000133;1 099 390;813 732;A01;1;1;4;1;1967.0;1;1;4;-1;0;0;-1
202200000134;1 099 388;813 731;A01;2;2;4;1;2003.0;1;1;4;-1;0;0;-1
202200000134;1 099 389;813 731;A01;1;1;1;1;2000.0;1;1;4;-1;0;0;-1
202200000135;1 099 386;813 729;B01;1;1;1;1;1972.0;1;1;0;-1;-1; -1;-1
202200000135;1 099 387;813 730;A01;1;1;4;1;1967.0;1;1;0;-1;-1; -1;-1
202200000136;1 099 384;813 727;B01;1;1;4;1;1986.0;0;1;0;-1;0;0;-1
202200000136;1 099 385;813 728;A01;1;1;4;2;1998.0;0;1;0;-1;0;0;-1
202200000137;1 099 382;813 725;A01;1;1;1;1;1960.0;9;1;0;-1;0;0;-1
202200000137;1 099 383;813 726;B01;1;1;4;1;2002.0;9;2;6;-1;0;0;-1
202200000138;1 099 376;813 720;C01;1;1;4;1;1980.0;4;1;8;-1;-1; -1;-1
202200000138;1 099 377;813 721;A01;1;1;1;2;1985.0;1;8;0;-1;-1; -1;-1
202200000138;1 099 378;813 722;E01;1;1;1;1;1976.0;1;1;8;-1;-1; -1;-1
202200000138;1 099 379;813 723;D01;2;2;4;2;1982.0;5;1;8;-1;-1; -1;-1
202200000138;1 099 380;813 723;D01;1;1;1;1;1977.0;5;1;8;-1;-1; -1;-1
202200000138;1 099 381;813 724;B01;1;1;1;1;1981.0;5;1;8;-1;-1; -1;-1
202200000139;1 099 375;813 719;A01;1;1;4;2;1966.0;1;1;0;-1;0;0;-1
202200000140;1 099 371;813 715;B01;1;1;4;1;1981.0;0;1;0;-1;0;0;-1
202200000140;1 099 372;813 716;A01;1;1;1;1;2001.0;0;1;0;-1;0;0;-1
202200000141;1 099 368;813 713;B01;1;1;1;1;1994.0;5;1;0;-1;0;0;-1
202200000141;1 099 369;813 714;A01;1;1;1;2;2000.0;5;1;0;-1;0;0;-1
202200000141;1 099 370;813 714;A01;2;2;4;2;2000.0;5;1;0;-1;0;0;-1
202200000142;1 099 365;813 710;B01;1;1;1;2;1995.0;9;1;0;0;0;0;-1
202200000142;1 099 366;813 711;A01;1;1;4;1;1973.0;9;2;6;-1;0;0;-1
202200000143;1 099 362;813 708;B01;1;1;1;1;1970.0;4;1;0;-1;0;0;-1
202200000143;1 099 363;813 709;A01;2;2;4;1;2003.0;5;2;6;-1;0;0;-1
202200000143;1 099 364;813 709;A01;1;1;4;1;2004.0;5;2;6;-1;0;0;-1
202200000144;1 099 360;813 706;B01;1;1;1;1;1992.0;1;1;0;-1;0;0;-1
