Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor;occutc
202200000303;813 430;A01;1;7;0;2;3;15;1;
202200000304;813 427;A01;2;7;3;0;1;14;1;
202200000305;813 422;A01;3;7;1;0;2;2;1;
202200000305;813 426;B01;3;7;1;0;3;2;0;
202200000306;813 420;A01;1;7;0;2;4;1;1;
202200000306;813 421;B01;1;7;0;2;4;2;1;
202200000306;813 423;C01;1;7;0;2;4;1;1;
202200000306;813 424;D01;1;7;0;2;4;0;1;
202200000306;813 425;E01;1;7;0;2;1;2;1;
202200000307;813 418;A01;3;7;0;2;2;15;1;
202200000307;813 419;B01;3;30;0;2;1;1;0;
202200000308;813 416;B01;2;10;0;2;6;2;1;
202200000308;813 417;A01;2;17;0;2;1;2;1;
202200000309;813 414;A01;2;2;0;2;1;19;1;
202200000309;813 415;B01;2;7;0;2;8;1;1;
202200000310;813 412;A01;2;33;0;2;1;2;1;
202200000310;813 413;B01;2;7;0;2;5;1;1;
202200000311;813 411;A01;1;33;0;0;0;1;1;
202200000312;813 410;A01;1;7;1;0;1;14;1;
202200000313;813 406;B01;1;7;0;2;1;1;1;
202200000313;813 408;A01;1;7;0;2;2;1;1;
202200000314;813 405;C01;1;7;0;2;4;1;1;
202200000314;813 407;A01;1;7;0;2;1;1;1;
202200000314;813 409;B01;1;7;0;2;4;1;1;
202200000315;813 402;B01;3;32;0;2;1;1;1;
202200000315;813 404;A01;3;7;0;2;3;21;2;
202200000316;813 403;A01;2;7;4;0;2;1;1;
202200000317;813 401;A01;2;7;0;1;2;1;1;
202200000318;813 399;B01;2;33;0;2;3;3;1;
202200000318;813 400;A01;2;10;0;2;2;12;1;
202200000319;813 398;Y01;3;1;15;0;1;26;5;
202200000320;813 395;A01;2;10;0;2;7;15;1;
202200000320;813 397;B01;1;7;0;2;2;1;1;
202200000321;813 394;B01;1;33;0;2;8;3;1;
202200000321;813 396;A01;1;7;0;2;7;1;1;
202200000322;813 390;B01;3;80;0;2;8;25;3;
202200000322;813 393;A01;3;7;0;2;1;19;1;
202200000323;813 388;A01;1;10;9;0;1;1;1;
202200000324;813 389;A01;2;7;0;2;8;11;1;
202200000324;813 391;B01;2;15;0;2;2;1;1;
202200000324;813 392;C01;2;7;0;2;7;1;1;
202200000325;813 387;A01;1;7;0;1;3;7;1;
202200000326;813 383;D01;2;7;0;2;8;2;1;
202200000326;813 384;C01;2;7;0;2;4;2;1;
202200000326;813 385;B01;2;7;0;2;9;2;1;
202200000326;813 386;A01;2;10;0;2;1;2;1;
202200000327;813 380;B01;2;10;0;2;4;1;1;
202200000327;813 381;A01;2;31;0;2;1;21;1;
202200000328;813 377;B01;1;7;0;2;4;2;1;
202200000328;813 378;A01;1;32;0;2;1;2;1;
202200000329;813 379;B01;3;10;0;2;1;1;1;
202200000329;813 382;A01;1;7;8;0;3;2;1;
202200000330;813 375;A01;1;7;13;0;3;13;1;
202200000331;813 374;B01;1;7;0;2;1;1;1;
202200000331;813 376;A01;1;7;0;2;4;2;1;
202200000332;813 371;A01;3;37;0;2;5;17;1;1.0
202200000332;813 373;B01;3;1;0;2;8;1;5;
202200000333;813 370;A01;1;7;0;2;2;9;1;
202200000333;813 372;B01;1;7;0;2;6;1;2;
202200000334;813 365;C01;2;7;0;0;4;2;1;
202200000334;813 367;B01;2;10;0;0;4;2;1;
202200000334;813 369;A01;2;7;0;2;1;2;1;
202200000335;813 364;A01;2;14;0;2;2;12;1;
202200000335;813 366;B01;2;7;1;2;6;1;1;
202200000335;813 368;C01;2;7;0;2;1;1;2;
202200000336;813 363;A01;1;7;3;0;1;14;1;
202200000337;813 362;A01;2;7;2;0;1;1;1;
202200000338;813 361;A01;1;7;0;1;1;1;1;
202200000339;813 360;A01;1;30;16;0;1;2;3;
202200000340;813 358;A01;1;7;0;2;0;11;1;
202200000340;813 359;B01;1;7;0;2;2;1;1;
202200000341;813 355;B01;3;7;0;2;7;15;1;
202200000341;813 357;A01;3;7;0;2;1;9;1;
202200000342;813 354;A01;1;7;0;2;1;15;1;
202200000342;813 356;B01;1;1;0;2;7;19;5;
202200000343;813 351;A01;2;15;0;2;2;12;1;
202200000343;813 352;B01;2;7;0;2;6;1;1;
202200000344;813 350;A01;1;7;0;2;5;15;1;
202200000344;813 353;B01;1;7;0;2;1;16;1;
202200000345;813 346;C01;1;7;0;2;3;1;1;
202200000345;813 348;B01;2;32;0;2;8;1;1;
202200000345;813 349;A01;2;33;0;2;0;0;0;
202200000346;813 345;B01;3;7;0;2;4;23;1;
202200000346;813 347;A01;3;7;0;2;1;1;1;
202200000347;813 344;A01;2;7;1;0;6;14;1;
202200000348;813 341;A01;1;7;8;0;2;13;1;
202200000349;813 340;A01;1;0;0;1;1;1;0;
202200000350;813 338;A01;2;33;0;2;1;26;1;
202200000350;813 339;B01;1;7;0;2;2;15;1;
202200000351;813 336;B01;3;10;0;2;8;15;1;
202200000351;813 337;A01;3;7;0;2;1;1;1;
202200000352;813 334;A01;1;7;0;2;7;9;1;
202200000352;813 335;B01;1;7;0;2;1;1;1;
202200000353;813 333;A01;1;7;6;0;1;15;1;
202200000354;813 331;A01;1;14;0;0;0;1;1;
202200000354;813 332;B01;2;10;0;0;0;0;0;
202200000355;813 329;B01;2;7;0;2;8;1;1;
202200000355;813 330;A01;1;7;0;2;3;13;1;
202200000356;813 328;A01;2;7;0;1;2;15;1;
202200000357;813 325;A01;2;10;0;2;1;2;1;
202200000357;813 326;B01;2;7;0;2;4;2;1;
202200000357;813 327;C01;2;7;0;2;4;2;1;
202200000358;813 323;B01;2;7;0;2;1;1;2;
202200000358;813 324;A01;1;7;0;2;2;1;1;
202200000359;813 321;A01;3;7;0;2;4;2;1;
202200000359;813 322;B01;3;7;0;2;2;2;1;
202200000360;813 319;A01;1;2;0;2;8;9;1;
202200000360;813 320;Z01;1;7;0;2;7;1;1;
202200000361;813 317;B01;2;7;0;2;4;16;1;
202200000361;813 318;A01;1;33;0;2;1;1;1;
202200000362;813 315;B01;1;1;0;2;2;1;5;
202200000362;813 316;A01;2;7;0;2;1;15;1;
202200000363;813 313;A01;2;7;0;2;2;1;1;
202200000363;813 314;B01;2;80;0;2;3;15;3;
202200000364;813 311;A01;1;7;0;2;1;15;1;
202200000364;813 312;B01;1;31;0;2;8;1;1;
202200000365;813 309;A01;1;7;0;2;3;10;1;
202200000365;813 310;B01;1;33;0;2;1;2;1;
202200000366;813 308;A01;1;7;0;1;1;15;1;
202200000367;813 306;B01;1;32;0;2;8;1;1;
202200000367;813 307;A01;2;7;0;2;3;15;1;
202200000368;813 303;A01;2;30;0;2;1;1;1;
202200000368;813 304;B01;2;7;0;2;6;23;1;
202200000368;813 305;C01;2;7;0;2;3;1;1;
202200000369;813 301;B01;2;33;0;2;3;1;1;
202200000369;813 302;A01;1;7;0;2;1;15;1;
202200000370;813 300;A01;1;10;6;0;1;26;1;
202200000371;813 296;A01;1;7;0;2;1;1;1;
202200000371;813 297;B01;2;50;0;2;8;1;3;
202200000372;813 293;C01;3;7;0;2;4;2;1;
202200000372;813 294;B01;3;7;0;2;4;2;1;
202200000372;813 295;A01;3;7;0;2;1;2;1;
202200000373;813 292;A01;3;37;0;0;0;1;1;7.0
202200000374;813 290;A01;1;7;0;2;2;15;1;
202200000374;813 291;B01;2;32;0;2;1;1;1;
202200000375;813 288;A01;1;7;4;2;1;1;1;
202200000375;813 289;B01;1;10;0;2;8;1;1;
202200000376;813 287;A01;1;7;0;1;8;1;1;
202200000377;813 285;Y01;0;1;0;2;8;9;5;
202200000377;813 286;A01;1;7;0;2;2;1;1;
202200000378;813 284;A01;3;7;0;2;2;19;1;
202200000379;813 283;A01;1;7;9;0;1;1;1;
202200000380;813 281;Z01;3;1;0;2;1;15;5;
202200000380;813 282;A01;3;7;0;9;5;16;1;
202200000381;813 280;A01;1;1;0;1;2;1;5;
202200000382;813 278;B01;1;7;0;2;3;0;1;
202200000382;813 279;A01;2;7;0;2;1;15;1;
202200000383;813 276;B01;2;1;0;2;1;1;5;
202200000383;813 277;Z01;2;38;0;2;4;4;0;1.0
202200000384;813 274;A01;3;7;0;2;8;9;1;
202200000384;813 275;B01;3;41;0;2;2;1;3;
202200000385;813 273;A01;2;33;0;1;2;1;1;
202200000386;813 271;A01;2;30;0;2;2;17;3;
202200000386;813 272;B01;2;10;0;2;3;2;1;
202200000387;813 270;A01;3;7;0;0;0;1;1;
202200000388;813 268;B01;1;7;0;2;4;1;1;
202200000388;813 269;A01;1;7;0;2;1;1;1;
202200000389;813 267;A01;1;10;14;0;1;14;1;
202200000390;813 266;A01;2;10;2;0;1;14;1;
202200000391;813 264;A01;1;43;0;2;3;2;1;
202200000391;813 265;B01;1;7;0;2;5;2;1;
202200000392;813 262;A01;1;1;0;2;4;2;5;
202200000392;813 263;Z01;1;7;0;2;1;2;0;
202200000393;813 260;B01;1;10;10;2;5;1;1;
202200000393;813 261;A01;2;32;0;2;2;1;1;
202200000394;813 258;Z01;1;1;0;2;0;13;5;
202200000394;813 259;A01;2;1;0;2;0;1;5;
202200000395;813 255;C01;2;7;0;2;4;2;1;
202200000395;813 256;B01;2;7;0;2;1;2;3;
202200000395;813 257;A01;2;7;0;2;1;2;1;
202200000396;813 253;B01;1;43;0;2;8;17;1;
202200000396;813 254;A01;1;37;0;2;8;15;1;1.0
202200000397;813 251;A01;3;30;0;2;0;1;1;
202200000397;813 252;Z01;3;7;0;2;0;1;0;
202200000398;813 250;Z01;2;1;0;1;0;1;5;
202200000399;813 249;A01;1;7;14;2;2;12;1;
202200000400;813 248;A01;1;32;12;0;9;15;1;
202200000401;813 246;B01;3;32;0;2;3;1;1;
202200000401;813 247;A01;3;31;0;2;1;1;1;
202200000402;813 244;A01;2;7;0;2;3;15;1;
202200000402;813 245;B01;2;1;0;2;2;1;5;
202200000403;813 243;A01;2;1;0;0;1;1;5;
202200000404;813 241;A01;2;80;0;2;8;5;3;
202200000404;813 242;B01;1;7;0;2;3;1;2;
202200000405;813 239;A01;1;7;0;2;2;15;2;
202200000405;813 240;B01;2;1;0;2;1;1;5;
202200000406;813 238;A01;2;43;14;0;1;12;1;
202200000407;813 237;A01;1;1;0;0;5;1;5;
202200000408;813 235;B01;1;2;0;2;1;17;1;
202200000408;813 236;A01;1;7;0;2;3;26;1;
202200000409;813 233;A01;1;1;0;2;4;1;5;
202200000409;813 234;B01;1;32;0;2;1;2;1;
202200000410;813 231;A01;1;7;0;2;1;2;1;
202200000410;813 232;B01;1;7;0;2;4;2;2;
202200000411;813 230;A01;3;1;0;0;0;15;5;
202200000412;813 228;A01;1;7;0;2;2;1;1;
202200000412;813 229;B01;1;50;0;2;1;1;3;
202200000413;813 227;A01;2;37;0;1;5;1;6;1.0
202200000414;813 225;B01;2;1;0;2;1;2;5;
202200000414;813 226;A01;2;7;0;2;2;16;1;
202200000415;813 224;A01;2;33;0;1;1;15;1;
202200000416;813 222;B01;3;7;0;2;1;2;1;
202200000416;813 223;A01;3;7;0;2;4;9;1;
202200000417;813 220;A01;1;7;0;2;1;1;1;
202200000417;813 221;B01;2;60;0;2;1;19;5;
202200000418;813 219;A01;2;7;0;1;3;1;1;
202200000419;813 218;A01;1;50;0;1;1;1;3;
202200000420;813 217;A01;1;7;0;1;3;1;1;
202200000421;813 216;A01;1;0;0;1;0;1;0;
202200000422;813 214;A01;0;30;0;2;1;5;0;
202200000422;813 215;B01;0;34;0;2;1;1;0;
202200000423;813 212;A01;1;7;0;2;8;10;1;
202200000423;813 213;B01;1;7;0;2;4;26;1;
202200000424;813 210;A01;1;10;0;2;3;0;0;
202200000424;813 211;B01;1;1;1;2;1;0;5;
202200000425;813 208;B01;1;7;0;2;3;2;1;
202200000425;813 209;A01;1;32;0;2;7;26;1;
202200000426;813 206;A01;1;50;1;0;3;1;3;
202200000426;813 207;B01;1;7;1;0;1;24;0;
202200000427;813 204;A01;1;1;0;2;1;1;5;
202200000427;813 205;B01;1;1;0;2;4;1;5;
202200000428;813 202;A01;2;7;0;2;1;1;1;
202200000428;813 203;B01;1;7;0;2;8;15;1;
202200000429;813 200;B01;2;7;0;2;3;16;3;
202200000429;813 201;A01;2;33;11;0;2;1;1;
202200000430;813 198;B01;1;33;0;2;3;1;1;
202200000430;813 199;A01;2;7;0;2;7;15;1;
202200000431;813 194;A01;2;7;0;2;1;13;1;
202200000431;813 196;B01;1;7;0;2;1;1;1;
202200000432;813 195;A01;2;7;4;2;1;21;1;
202200000432;813 197;B01;2;17;0;0;6;26;1;
202200000433;813 191;A01;3;34;0;2;1;13;1;
202200000433;813 193;B01;3;7;0;2;1;1;1;
202200000434;813 189;B01;1;7;0;2;4;2;1;
202200000434;813 190;A01;1;7;1;2;1;2;1;
202200000435;813 188;B01;2;31;0;2;2;2;1;
202200000435;813 192;A01;1;7;0;2;3;15;1;
202200000436;813 187;A01;1;7;0;0;9;17;1;
202200000437;813 182;A01;1;7;14;2;1;2;1;
202200000437;813 184;B01;1;7;0;1;0;23;1;
202200000438;813 183;A01;1;7;0;2;1;10;1;
202200000438;813 185;B01;2;2;0;2;3;1;1;
202200000439;813 181;A01;2;7;17;0;1;14;1;
202200000440;813 178;A01;2;7;0;2;1;13;1;
202200000440;813 179;B01;1;7;0;0;1;1;1;
202200000441;813 177;B01;1;7;0;2;3;15;1;
202200000441;813 180;A01;2;33;0;2;2;17;1;
202200000442;813 176;A01;2;33;16;0;1;0;1;
202200000443;813 174;A01;2;50;0;2;8;2;3;
202200000443;813 175;B01;2;7;0;2;5;13;1;
202200000444;813 173;A01;1;33;0;0;1;1;1;
202200000445;813 171;B01;2;7;0;2;3;1;1;
202200000445;813 172;A01;1;33;0;2;1;5;1;
202200000446;813 170;A01;0;1;0;0;0;1;5;
202200000447;813 169;A01;1;7;0;1;2;1;1;
202200000448;813 167;A01;1;7;2;2;1;1;1;
202200000448;813 168;B01;2;7;0;2;2;14;1;
202200000449;813 166;A01;2;7;13;0;9;0;1;
202200000450;813 165;A01;1;7;0;1;3;13;0;
202200000451;813 163;A01;1;3;2;0;1;13;1;
202200000452;813 162;A01;2;1;0;2;1;1;5;
202200000452;813 164;B01;3;60;0;2;7;19;5;
202200000453;813 160;A01;2;33;0;0;1;21;1;
202200000454;813 159;B01;2;7;0;2;1;1;1;
202200000454;813 161;A01;1;7;0;2;2;15;1;
202200000455;813 157;A01;1;33;15;0;1;1;1;
202200000456;813 156;B01;2;7;0;2;2;0;1;
202200000456;813 158;A01;2;33;0;2;7;0;1;
202200000457;813 154;B01;2;1;0;2;1;1;5;
202200000457;813 155;A01;1;7;0;0;7;15;1;
202200000458;813 153;A01;3;7;0;0;8;1;1;
202200000459;813 149;C01;2;10;0;2;1;1;1;
202200000459;813 150;A01;2;7;0;2;4;23;2;
202200000459;813 152;B01;2;7;0;2;4;23;1;
202200000460;813 148;A01;1;7;13;0;1;13;1;
202200000461;813 147;A01;1;7;0;2;2;15;1;
202200000461;813 151;B01;1;3;6;0;3;1;1;
202200000462;813 145;A01;1;7;0;0;3;1;1;
202200000463;813 144;B01;1;1;0;2;8;1;5;
202200000463;813 146;A01;1;10;0;2;8;1;1;
202200000464;813 141;A01;2;7;0;2;9;2;1;
202200000464;813 142;B01;2;7;0;2;1;1;1;
202200000464;813 143;C01;1;7;0;2;3;21;1;
202200000465;813 138;B01;1;7;0;2;1;1;1;
202200000465;813 140;A01;3;7;0;2;0;0;0;
202200000466;813 136;B01;1;7;0;0;7;1;1;
202200000466;813 139;A01;1;7;0;2;1;9;1;
202200000467;813 135;B01;1;7;0;2;8;15;1;
202200000467;813 137;A01;1;30;0;2;8;1;1;
202200000468;813 131;B01;1;7;0;2;3;1;1;
202200000468;813 133;A01;2;7;0;2;3;13;2;
202200000469;813 132;A01;2;7;0;2;2;15;1;
202200000469;813 134;B01;2;7;0;2;1;1;0;
202200000470;813 129;B01;1;7;0;2;1;1;1;
202200000470;813 130;A01;2;7;0;2;9;1;1;
202200000471;813 127;A01;3;7;0;2;1;2;1;
202200000471;813 128;B01;3;7;15;2;4;16;0;
202200000472;813 126;A01;2;10;13;0;3;1;1;
202200000473;813 125;A01;1;7;0;1;5;1;1;
202200000474;813 121;B01;1;99;0;2;1;2;0;
202200000474;813 123;A01;2;7;0;2;7;16;1;
202200000475;813 119;B01;1;7;0;2;1;1;1;
202200000475;813 124;A01;2;7;0;2;1;26;1;
202200000476;813 120;A01;1;7;0;2;1;13;1;
202200000476;813 122;B01;2;7;0;2;1;1;1;
202200000477;813 117;A01;1;7;8;0;9;21;1;
202200000478;813 116;A01;2;7;10;0;1;1;1;
202200000479;813 113;A01;1;7;15;2;1;17;1;
202200000479;813 115;B01;1;37;0;2;3;1;1;1.0
202200000479;813 118;C01;1;7;0;2;4;1;1;
202200000480;813 111;A01;3;7;0;9;2;1;1;
202200000480;813 114;B01;0;1;0;2;8;13;5;
202200000481;813 110;A01;2;30;0;2;1;5;1;
202200000481;813 112;B01;1;38;0;2;1;1;1;1.0
202200000482;813 108;A01;1;7;0;1;2;16;1;
202200000483;813 107;A01;1;7;0;0;1;0;1;
202200000484;813 109;A01;3;7;0;1;1;1;0;
202200000485;813 105;A01;2;10;0;0;0;1;1;
202200000486;813 106;A01;1;7;8;0;1;1;1;
202200000487;813 103;A01;1;7;0;2;2;1;2;
202200000487;813 104;B01;1;1;0;2;3;19;5;
202200000488;813 100;A01;3;10;0;2;2;19;1;
202200000488;813 102;B01;1;33;0;2;1;1;1;
202200000489;813 098;A01;2;7;0;2;2;16;1;
202200000489;813 099;B01;2;50;0;0;3;16;3;
202200000490;813 096;A01;2;33;0;2;1;13;1;
202200000490;813 097;B01;1;7;0;2;1;1;1;
202200000491;813 095;A01;1;10;0;1;0;1;1;
202200000492;813 094;A01;2;7;0;1;1;1;1;
202200000493;813 092;B01;0;30;0;2;1;1;1;
202200000493;813 093;A01;3;33;0;2;1;1;1;
202200000494;813 091;A01;2;7;0;1;7;2;2;
202200000495;813 090;A01;2;7;0;1;4;4;1;
202200000496;813 086;A01;1;7;0;2;4;2;1;
202200000496;813 088;B01;1;1;0;2;1;2;5;
202200000497;813 087;A01;1;1;0;2;5;1;5;
202200000497;813 089;B01;1;7;0;2;3;9;1;
202200000498;813 084;A01;2;2;0;0;0;1;1;
202200000499;813 085;A01;0;7;13;0;3;0;1;
202200000500;813 083;A01;2;7;0;1;1;1;1;
202200000501;813 082;A01;1;7;15;0;3;1;1;
202200000502;813 080;A01;3;7;13;0;1;26;1;
202200000503;813 079;B01;1;7;0;0;4;19;1;
202200000503;813 081;A01;1;33;0;2;7;21;1;
202200000504;813 077;A01;0;50;0;2;1;9;3;
202200000504;813 078;B01;2;7;0;2;2;1;1;
202200000505;813 076;A01;3;7;0;1;1;1;1;
202200000506;813 075;A01;2;7;2;0;3;13;1;
202200000507;813 072;A01;3;1;0;0;8;19;5;
202200000507;813 073;B01;3;7;0;9;2;1;1;
202200000508;813 071;B01;0;10;0;0;4;2;1;
202200000508;813 074;A01;0;7;0;2;4;2;1;
202200000509;813 068;A01;1;7;0;2;1;1;1;
202200000509;813 070;B01;1;15;0;2;6;1;1;
202200000510;813 067;A01;1;2;0;2;1;5;1;
202200000510;813 069;B01;2;7;0;2;3;0;1;
202200000511;813 063;A01;2;7;0;2;2;7;2;
202200000511;813 066;B01;0;7;0;2;3;9;1;
202200000512;813 064;A01;2;-1;0;1;0;0;0;
202200000513;813 062;B01;1;15;0;2;4;2;1;
202200000513;813 065;A01;1;10;0;2;1;2;1;
202200000514;813 061;A01;3;36;12;0;3;1;1;
202200000515;813 060;A01;3;7;0;1;2;15;1;
202200000516;813 058;A01;0;7;16;0;0;14;1;
202200000517;813 057;A01;2;7;0;1;2;1;1;
202200000518;813 055;B01;1;80;0;2;1;1;3;
202200000518;813 059;A01;1;7;0;2;3;16;1;
202200000519;813 054;B01;2;7;0;2;1;2;1;
202200000519;813 056;A01;2;2;0;0;4;2;0;
202200000520;813 051;A01;2;7;0;2;2;1;1;
202200000520;813 053;B01;1;7;0;2;2;1;1;
202200000521;813 050;A01;2;32;1;0;2;1;1;
202200000522;813 049;A01;2;2;0;2;1;1;1;
202200000522;813 052;B01;1;10;0;0;6;15;1;
202200000523;813 048;A01;1;7;0;0;1;1;1;
202200000524;813 045;B01;2;7;0;2;4;23;1;
202200000524;813 046;A01;2;10;0;2;1;1;1;
202200000525;813 041;A01;2;10;0;2;6;0;1;
202200000525;813 044;B01;2;33;0;2;1;0;1;
202200000526;813 042;A01;2;7;4;0;3;21;1;
202200000527;813 039;A01;0;7;0;2;1;1;1;
202200000527;813 040;B01;0;99;0;2;1;19;5;
202200000528;813 038;A01;1;7;0;0;9;1;1;
202200000529;813 036;A01;1;7;0;1;7;1;1;
202200000530;813 033;B01;-1;2;-1;2;4;2;1;
202200000530;813 034;A01;3;7;0;2;1;1;1;
202200000531;813 031;A01;1;7;0;2;8;15;1;
202200000531;813 035;B01;2;14;0;2;1;1;1;
202200000532;813 030;B01;2;7;0;2;1;1;1;
202200000532;813 043;A01;1;7;0;2;1;5;1;
202200000533;813 032;A01;3;7;0;2;3;15;1;
202200000533;813 037;B01;3;7;0;2;1;1;1;
202200000534;813 027;A01;1;33;0;0;1;21;1;
202200000535;813 024;A01;1;7;0;2;4;2;1;
202200000535;813 026;B01;1;7;0;2;4;2;1;
202200000535;813 028;C01;1;7;0;2;4;2;1;
202200000535;813 029;D01;1;7;0;2;1;2;1;
202200000536;813 022;A01;2;7;0;2;2;15;1;
202200000536;813 025;B01;1;33;0;2;1;1;1;
202200000537;813 020;A01;3;7;0;2;1;5;1;
202200000537;813 023;B01;3;7;0;2;1;0;1;
202200000538;813 019;B01;1;7;0;2;1;1;1;
202200000538;813 021;A01;2;7;0;2;1;1;1;
202200000539;813 018;A01;1;7;3;0;3;0;1;
202200000540;813 014;A01;3;7;0;2;3;15;1;
202200000540;813 016;B01;3;34;0;2;8;0;1;
202200000541;813 015;A01;1;2;0;0;8;1;1;
202200000542;813 012;A01;1;7;0;1;1;0;1;
202200000543;813 011;A01;0;33;0;2;9;17;1;
202200000543;813 013;B01;1;7;0;2;1;1;1;
202200000543;813 017;C01;2;7;0;2;6;1;1;
202200000544;813 006;A01;1;33;10;0;8;1;1;
202200000545;813 007;B01;1;7;1;2;1;2;1;
202200000545;813 010;A01;1;7;0;0;4;23;1;
202200000546;813 005;A01;0;7;0;0;4;-1;-1;
202200000546;813 009;B01;0;43;-1;2;1;17;-1;
202200000547;813 004;B01;2;7;0;2;8;13;1;
202200000547;813 008;A01;1;7;0;2;8;1;1;
202200000548;813 002;A01;1;7;16;0;0;13;1;
202200000549;813 000;A01;3;7;14;2;1;1;1;
202200000549;813 001;B01;3;7;1;2;4;23;1;
202200000550;812 999;B01;1;10;0;0;3;1;1;
202200000550;813 003;A01;1;33;2;2;3;17;1;
202200000551;812 994;A01;2;7;13;0;1;1;1;
202200000552;812 993;A01;1;7;0;2;3;15;1;
202200000552;812 997;B01;1;32;0;2;2;17;1;
202200000553;812 995;B01;1;7;0;2;6;2;1;
202200000553;812 998;A01;1;7;0;2;1;2;1;
202200000554;812 992;B01;1;14;0;2;2;1;1;
202200000554;812 996;A01;2;33;4;2;1;5;1;
202200000555;812 991;A01;3;7;0;1;4;4;1;
202200000556;812 990;A01;1;7;7;1;1;1;1;
202200000557;812 987;B01;2;7;0;2;1;13;1;
202200000557;812 989;A01;1;7;0;2;1;1;1;
202200000558;812 988;A01;1;7;6;0;2;0;1;
202200000559;812 985;A01;3;36;13;0;3;1;1;
202200000560;812 982;A01;2;7;0;2;1;13;1;
202200000560;812 986;B01;1;7;0;0;1;1;1;
202200000561;812 984;A01;3;2;0;0;8;1;1;
202200000562;812 981;A01;2;43;0;2;1;1;1;
202200000562;812 983;B01;1;7;0;2;8;15;1;
202200000563;812 980;A01;2;10;0;1;2;2;1;
202200000564;812 977;B01;1;7;0;2;3;10;1;
202200000564;812 979;A01;1;32;0;2;3;21;1;
202200000565;812 975;B01;1;33;0;2;3;1;1;
202200000565;812 978;A01;2;10;0;2;8;17;1;
202200000566;812 973;A01;3;7;0;2;1;1;1;
202200000566;812 976;B01;3;7;0;2;3;9;1;
202200000567;812 972;A01;2;10;0;0;1;14;1;
202200000568;812 971;A01;2;7;0;2;3;15;1;
202200000568;812 974;B01;2;33;0;2;1;17;1;
202200000569;812 968;A01;3;50;0;0;0;0;3;
202200000570;812 967;B01;3;10;0;2;1;1;1;
202200000570;812 970;A01;3;7;0;2;1;1;1;
202200000571;812 966;A01;0;7;0;1;2;19;1;
202200000572;812 965;A01;3;7;13;0;2;1;1;
202200000572;812 969;B01;3;7;0;0;0;17;0;
202200000573;812 964;Z01;2;10;0;1;1;1;3;
202200000574;812 963;A01;2;2;15;0;7;0;1;
202200000575;812 960;B01;2;2;0;2;0;5;1;
202200000575;812 962;A01;1;7;0;2;0;17;0;
202200000576;812 961;A01;2;7;2;0;1;1;1;
202200000577;812 957;B01;1;7;0;2;2;1;1;
202200000577;812 959;A01;1;33;0;2;1;1;1;
202200000578;812 954;A01;1;10;0;2;2;2;1;
202200000578;812 956;B01;1;1;0;2;6;1;5;
202200000579;812 953;A01;3;50;0;0;1;1;3;
202200000580;812 949;A01;3;7;16;0;2;14;1;
202200000581;812 948;A01;0;7;0;2;1;5;1;
202200000581;812 951;B01;0;7;0;2;1;2;1;
202200000581;812 952;C01;0;7;0;2;1;2;1;
202200000582;812 944;B01;1;2;0;2;1;2;1;
202200000582;812 947;A01;1;7;0;2;8;15;1;
202200000583;812 941;A01;2;7;0;2;4;23;1;
202200000583;812 942;B01;2;7;0;2;4;2;1;
202200000583;812 945;C01;2;7;0;2;1;2;1;
202200000584;812 940;A01;1;7;3;0;2;14;1;
202200000585;812 939;D01;3;7;0;0;4;2;1;
202200000585;812 943;C01;3;7;0;2;4;2;1;
202200000585;812 946;B01;3;7;13;2;5;2;1;
202200000585;812 950;A01;3;10;0;2;1;2;1;
202200000586;812 937;A01;2;34;0;0;0;1;1;
202200000587;812 936;A01;1;10;0;2;3;13;1;
202200000587;812 938;B01;1;10;0;2;7;1;1;
202200000588;812 933;B01;2;7;0;2;8;1;1;
202200000588;812 934;A01;2;32;0;2;7;13;1;
202200000589;812 930;A01;1;0;0;2;1;0;0;
202200000589;812 931;B01;1;10;0;2;4;1;1;
202200000590;812 932;B01;2;80;0;0;8;2;3;
202200000590;812 935;A01;2;7;0;2;7;17;1;
202200000591;812 927;B01;2;7;0;2;1;2;1;
202200000591;812 929;A01;2;7;0;2;4;2;1;
202200000592;812 926;A01;3;7;0;0;4;23;1;
202200000592;812 928;B01;3;1;0;2;1;1;5;
202200000593;812 921;A01;2;20;0;1;2;1;1;
202200000594;812 920;A01;2;7;0;2;5;2;1;
202200000594;812 922;B01;2;10;0;2;1;2;1;
202200000594;812 924;C01;2;7;0;2;1;2;1;
202200000595;812 923;B01;2;7;0;2;3;11;1;
202200000595;812 925;A01;2;33;0;2;2;3;1;
202200000596;812 915;B01;3;7;0;0;1;1;1;
202200000596;812 918;A01;0;33;0;2;1;1;1;
202200000597;812 917;A01;2;33;0;2;7;17;1;
202200000597;812 919;B01;2;7;0;2;8;3;2;
202200000598;812 914;B01;1;7;0;2;1;1;1;
202200000598;812 916;A01;1;13;0;2;4;1;1;
202200000599;812 911;B01;1;7;0;2;8;1;1;
202200000599;812 913;A01;1;15;0;2;7;12;1;
202200000600;812 906;B01;1;7;0;2;3;1;1;
202200000600;812 910;A01;2;7;0;2;3;1;1;
202200000601;812 905;A01;2;7;14;2;1;1;1;
202200000601;812 907;B01;2;7;0;2;4;11;1;
202200000602;812 904;A01;2;33;0;0;7;13;1;
202200000603;812 903;A01;0;7;9;1;7;1;1;
202200000604;812 902;A01;1;33;0;0;7;2;1;
